feature_type,feature_id,distance,matched_gt_id,iou
line,1_4_wm5xyn6t1yjd5p_29816,0.2689841888294939,9583661884501286650,
line,1_4_wm5xyjcrszrdme_29662,0.30748868806462387,9583663782876831482,
line,1_4_wm5xyn1sj7m416_29839,0.5143818733682267,9583663190171344634,
line,1_4_wm5xyj8e0ktd0f_29322,0.20537297651422962,9583661046982663930,
line,1_4_wm5xyj26b01j28_29242,0.6402381682793635,9583661046982663930,
line,1_4_wm5xyj21pwpt3z_29218,0.5029974584615435,9583661051277631226,
line,1_4_wm5xyj21zzeg3k_29235,0.4436263637327975,9583661046982663930,
line,1_4_wm5xyj2782snsg_29250,0.4734685269640338,9583661046982663930,
line,1_4_wm5xyhbkcrw8d0_29120,0.966555736320728,9583663825826504442,
line,1_4_wm5xyhbmc2femc_29120,0.4638114535132452,9583661412054884090,
line,1_4_wm5xyh8qdwwgr1_29187,0.6898083909368519,9583663825826504442,
line,1_4_wm5xyh8r6xd2b8_29172,0.6179591063755691,9583663825826504442,
line,1_4_wm5xyhb3f566xg_29139,0.623394855052135,9583663825826504442,
line,1_4_wm5xyhb69gt34d_29130,0.6549393871200931,9583663825826504442,
line,1_4_wm5xypew2fd4dm_28156,1.3980007918921362,9583661987580501754,
line,1_4_wm5xypg2xhfcun_28076,1.3264761649824932,9583661983285534458,
line,1_4_wm5xypg3mthp1d_28039,1.469102283993393,9583661996170436346,
line,1_4_wm5xypg3qt0utx_28056,1.282193235362014,9583661983285534458,
line,1_4_wm5xypg6jj2srh_28007,1.5749643019594846,9583662009055338234,
line,1_4_wm5xypg6vrthd6_27985,1.0215935632122495,9583661983285534458,
line,1_4_wm5xype9eq95z8_28338,1.3302323502248619,9583662000465403642,
line,1_4_wm5xyped7xjptw_28324,1.1728795248918609,9583661987580501754,
line,1_4_wm5xyj82vh9154_29308,0.2954880456868296,9583661046982663930,
line,1_4_wm5xypee5peyfw_28291,1.2046333771720388,9583661987580501754,
line,1_4_wm5xypes489tpg_28261,1.2174672182258282,9583661987580501754,
line,1_4_wm5xyndctw50ux_29614,0.13841779586040334,9583661978990567162,
line,1_4_wm5xyj8ebv8dbm_29326,0.4262780574561291,9583661059867565818,
line,1_4_wm5xyj0nvg76v5_29185,0.9481901365506201,9583661077047435002,
line,1_4_wm5xyj8sdjk5xz_29327,0.33213190238016493,9583661059867565818,
line,1_4_wm5xyj20myh6db_29227,0.6659928485281369,9583661077047435002,
line,1_4_wm5xyj21yp0hqf_29233,0.9198382501390485,9583661072752467706,
line,1_4_wm5xyj2k2f9ksr_29257,0.3587665508643128,9583661046982663930,
line,1_4_wm5xyhbmb3p8q2_29114,0.331151239374096,9583661394875014906,
line,1_4_wm5xypet2x9pgq_28183,1.5948601884958735,9583662000465403642,
line,1_4_wm5xype9smb93v_28356,0.960401838508731,9583661987580501754,
line,1_4_wm5xypesc0e6b2_28214,1.493590624016142,9583662000465403642,
line,1_4_wm5xypeecwtsk0_28245,1.5592547172468594,9583662000465403642,
line,1_4_wm5xyj87pw159g_29318,0.41092459302588696,9583661059867565818,
line,1_4_wm5xyj8whfehjx_29339,0.30538650027216635,9583661059867565818,
line,1_4_wm5xyn1um53ey0_29914,0.24085825788925985,9583662644710498042,
line,1_4_wm5xyndcppcn50_29649,0.49598966323030114,9583663963265457914,
line,1_4_wm5xyn6ty71756_29782,0.3219603025683804,9583662825099124474,
line,1_4_wm5xyne1bwqn4p_29619,0.4815925880020444,9583663963265457914,
line,1_4_wm5xyp5z6vvkjf_28764,0.6107834111122722,9583662232393637626,
line,1_4_wm5xyp5ydu06sn_28798,0.563944374427871,9583662232393637626,
line,1_4_wm5xyhbqp0tckb_29095,0.36735146698696125,9583662326882918138,
line,1_4_wm5xyn6s7w3vxp_29837,0.19250676205337672,9583662717724942074,
line,1_4_wm5xyn4j9du2jr_29931,0.12746226588826529,9583662653300432634,
line,1_4_wm5xyp5u78jwnk_28908,0.9769128585807327,9583662258163441402,
line,1_4_wm5xypgs91v5fq_27907,0.8824006123894623,9583662253868474106,
line,1_4_wm5xypgdfrfd0z_27980,0.6276916574952147,9583662253868474106,
line,1_5_wm5xypexckwzz9_28127,1.539953504105798,9583661961810697978,
line,1_5_wm5xypg88fz89p_28127,0.30634548105675424,9583661957515730682,
line,1_5_wm5xype9vcu4wf_28412,0.6314646909035332,9583661961810697978,
line,1_5_wm5xype8qv8y7e_28412,0.5769437743018343,9583661961810697978,
line,1_5_wm5xynejqmsdx6_29405,0.16217027615732146,9583661966105665274,
line,1_5_wm5xyp7u0wb4qs_28557,0.46636349974686264,9583661961810697978,
line,1_5_wm5xyp5zbst0bv_28732,0.42173420379332405,9583661961810697978,
line,1_5_wm5xyp7v8p1ds8_28557,0.48916050453995236,9583661961810697978,
line,1_5_wm5xyp7c2b1xup_28732,0.41641288596431814,9583661961810697978,
line,1_5_wm5xynerfzhpb8_29405,0.1086127105740803,9583661966105665274,
line,1_5_wm5xyngsctrq25_29139,0.16172885989507413,9583661966105665274,
line,1_5_wm5xyngw5jd628_29139,0.2833458693517827,9583661961810697978,
line,1_5_wm5xyneq8z9zvg_29405,0.18355258514692951,9583661966105665274,
line,1_5_wm5xyng3kbth55_29405,0.15295795936739398,9583661966105665274,
line,1_5_wm5xyndbefx504_29669,0.6086247943540908,9583661966105665274,
line,1_5_wm5xyn6z29vd6r_29719,0.8189850763967076,9583661901681155834,
line,1_5_wm5xyjcmc1h5nw_29587,0.27168495160501294,9583663778581864186,
line,1_5_wm5xyj8zduh773_29263,0.0006001712705415873,9583661021212860154,
line,1_5_wm5xyj8tjg2j98_29263,0.019510544771738646,9583661021212860154,
line,1_5_wm5xyj8y21u7kg_29263,0.024153114446844617,9583661021212860154,
line,1_5_wm5xyj8eg6ucwp_29263,0.09030268376038537,9583661021212860154,
line,1_5_wm5xyj8d91x8us_29263,0.06391181469860001,9583661021212860154,
line,1_5_wm5xyj83pr93kz_29263,0.0567799380985474,9583661021212860154,
line,1_5_wm5xyj2rvs3yng_29263,0.14718144843413408,9583661021212860154,
line,1_5_wm5xyj2qs5qv24_29263,0.1450236813648571,9583661021212860154,
line,1_5_wm5xyj2m74ukfc_29263,0.22465035313448475,9583661021212860154,
line,1_5_wm5xyj27fhwjhs_29263,0.3875022012495793,9583661021212860154,
line,1_5_wm5xyj269tzvnc_29263,0.3137758764336833,9583661021212860154,
line,1_5_wm5xyj2333rh90_29263,0.2298446967185783,9583661025507827450,
line,1_5_wm5xyj0qc3n6sh_29263,0.30584034618328015,9583661025507827450,
line,1_5_wm5xyj22137ed1_29263,0.3398938529641799,9583661025507827450,
line,1_5_wm5xyj0m3we4y8_29263,0.4324282003637912,9583661429234753274,
line,1_5_wm5xyj07409nhk_29263,0.4793909143481618,9583661429234753274,
line,1_5_wm5xyhb65z0emz_29158,0.36509132409181716,9583663817236569850,
line,1_5_wm5xyh8mkccy7y_29232,0.2113073772255101,9583663817236569850,
line,1_5_wm5xyhb2h5yg18_29232,0.31317895869301776,9583663817236569850,
line,1_5_wm5xyh8d66prbr_29291,0.19061553754891306,9583662339767820026,
line,1_5_wm5xyh89ds3uk1_29291,0.3993726473874766,9583662339767820026,
line,1_5_wm5xyn1gtx3snv_29870,0.7711583444671325,9583663507998924538,
line,1_5_wm5xyjcmku6pzy_29522,0.5719573812168961,9583662618940694266,
line,1_5_wm5xyn4hbdurw9_29870,0.29961352683715703,9583662627530628858,
line,1_5_wm5xyner67j2vm_29383,1.2034006192991729,9583662752084680442,
line,1_5_wm5xyne40qch0w_29642,0.5600901192583104,9583663958970490618,
line,1_5_wm5xyndcjyyzxb_29642,0.5306489923456335,9583663958970490618,
line,1_5_wm5xyng3tb7mp2_29304,0.47105411764392185,9583662206623833850,
line,1_5_wm5xyn19rqbb8r_29770,0.29194667552808085,9583662618940694266,
line,1_5_wm5xyj0jt0gz63_29144,0.8849141262173834,9583663581013368570,
line,1_5_wm5xyj0hthruq8_29144,0.7133667289974923,9583663581013368570,
line,1_5_wm5xyhbpnrfdet_29102,0.9783791130528222,9583663581013368570,
line,1_5_wm5xyhbnqqx5zk_29102,0.9630734183303234,9583663581013368570,
line,1_5_wm5xyhbjydfun0_29102,0.9461829740828348,9583663581013368570,
line,1_5_wm5xyhbjneybke_29102,0.8981145964581198,9583663581013368570,
line,1_5_wm5xyhbhqvgjm7_29102,0.9192881207755838,9583663581013368570,
line,1_5_wm5xyhb5ybpdk2_29102,0.9623744711329008,9583663581013368570,
line,1_5_wm5xyhb4r791w8_29102,0.989586262259286,9583663581013368570,
line,1_5_wm5xyhb5pjs500_29102,1.0077119386589162,9583663581013368570,
line,1_5_wm5xyh8k0d7j4x_29250,2.2190467052114506,9583662021940240122,
line,1_5_wm5xyj01mcn1dm_29117,0.98695793805043,9583663581013368570,
line,1_5_wm5xyh878wsh2u_29250,2.108421343942682,9583662021940240122,
line,1_5_wm5xyh872ewqfy_29250,2.1638504563145218,9583662021940240122,
line,1_5_wm5xyh860cqchk_29250,2.3251544708199106,9583662026235207418,
line,1_5_wm5xyh86bc9uu6_29250,2.2570530348137336,9583662021940240122,
line,1_5_wm5xyh862zurbb_29250,2.3477163623715938,9583662021940240122,
line,1_5_wm5xyh83940uvk_29250,2.265711097304162,9583662026235207418,
line,1_5_wm5xyhbdbg0kkq_29111,0.3077979465411077,9583662339767820026,
line,1_5_wm5xyhbs092eu2_29111,0.27569598288848557,9583662339767820026,
line,1_5_wm5xyp5dvum81n_28920,0.8701512446657323,9583661974695599866,
line,1_5_wm5xyp5tpnb6nk_28829,1.0569350623633393,9583661974695599866,
line,1_5_wm5xyng2gx019e_29310,0.6045414934415534,9583661978990567162,
line,1_5_wm5xyng24qcf66_29339,0.6094907390760057,9583661978990567162,
line,1_5_wm5xyp5es3efun_28863,1.1208959513636836,9583662000465403642,
line,1_5_wm5xyng6mwqher_29252,0.5332976132720691,9583661978990567162,
line,1_5_wm5xyng3swut09_29277,0.5441133990740772,9583661978990567162,
line,1_5_wm5xyng7nwxrt9_29227,0.4854311938054052,9583661978990567162,
line,1_5_wm5xyng7zwvbpg_29195,0.4695927922584107,9583661978990567162,
line,1_5_wm5xyngs8wf7wy_29160,0.5361019698940331,9583661978990567162,
line,1_5_wm5xyngx4bqsjd_29079,0.7617245619413291,9583661974695599866,
line,1_5_wm5xyngxg8uksm_29050,0.8371967449710945,9583661974695599866,
line,1_5_wm5xyp5dj7h3sz_28951,0.9666677471438452,9583661974695599866,
line,1_5_wm5xyp58s32prz_29026,0.9458751717087708,9583661974695599866,
line,1_5_wm5xyn6tgpcx77_29768,0.10526721685190571,9583661893091221242,
line,1_5_wm5xyn6wsvv2e5_29738,0.10720967870942501,9583661893091221242,
line,1_5_wm5xyn6z8t13jz_29699,0.4168055159190431,9583661978990567162,
line,1_5_wm5xyne5f71yc2_29527,0.4005832901461129,9583661978990567162,
line,1_5_wm5xynehecbr9k_29495,0.45286392793621894,9583661978990567162,
line,1_5_wm5xynej54h5xq_29477,1.6606245587343846,9583661991875469050,
line,1_5_wm5xynejm1muwk_29463,0.5459758542154756,9583661978990567162,
line,1_5_wm5xynenn83q89_29433,0.5965947111314186,9583661978990567162,
line,1_5_wm5xyner3pk7ey_29370,0.5011968537831555,9583661978990567162,
line,1_5_wm5xyn1v4z2757_29907,0.050093760933539254,9583663177286442746,
line,1_5_wm5xyn669eyhjs_29904,0.25836806698571646,9583661893091221242,
line,1_5_wm5xyn61mbw73p_29929,0.12906464743718435,9583661893091221242,
line,1_5_wm5xyn61zvctx3_29914,0.14912289291784123,9583661893091221242,
line,1_5_wm5xyn63bd6mjm_29927,0.20527367211833056,9583661884501286650,
line,1_5_wm5xyn666ry5uy_29916,0.19332247788923218,9583661884501286650,
line,1_5_wm5xyn67791t2p_29881,0.2790806036287962,9583661893091221242,
line,1_5_wm5xyn6kxm5000_29825,0.17818086875006153,9583661893091221242,
line,1_5_wm5xyn67vqvuvv_29861,0.20871250711086073,9583661893091221242,
line,1_5_wm5xyjchypmru4_29497,0.06861892651158513,9583663782876831482,
line,1_5_wm5xyjcjxu9kvz_29537,0.18902464727644921,9583663782876831482,
line,1_5_wm5xyn13pwnhbs_29725,0.02334571476302948,9583661820076777210,
line,1_5_wm5xyjcjj6ks17_29488,0.06154406679727235,9583663787171798778,
line,1_5_wm5xyn1u8cu7mn_29891,0.07665444534357525,9583663177286442746,
line,1_5_wm5xyjcjxpb9tu_29520,0.04951202440745558,9583663787171798778,
line,1_5_wm5xyjcjte7xnt_29614,0.40398245516756964,9583663791466766074,
line,1_5_wm5xyjch6es5vd_29614,0.38587438748429054,9583663684092583674,
line,1_5_wm5xyjc52k4784_29614,2.0697779733908597,9583663684092583674,
line,1_5_wm5xyjch1cvj8u_29614,0.40889833234473,9583663684092583674,
line,1_5_wm5xyn1de0quxv_29797,0.09932961053328297,9583661695522725626,
line,1_5_wm5xyjcq2wpx4m_29561,0.11910636751485733,9583663787171798778,
line,1_5_wm5xyn1u8j7320_29877,0.27187840948384195,9583663194466311930,
line,1_5_wm5xyj83wghgeh_29310,0.18519576766158266,9583661034097762042,
line,1_5_wm5xyj8ef3rrb7_29330,0.054976663287930855,9583661034097762042,
line,1_5_wm5xyj8wxvpx1w_29354,0.08696696507995881,9583661034097762042,
line,1_5_wm5xyjbct6c3ne_29393,0.1441253528006234,9583661046982663930,
line,1_5_wm5xyj8z3kxbmn_29362,0.14358855882756344,9583661034097762042,
line,1_5_wm5xyjbfqbgpqf_29401,0.16828148848135652,9583661046982663930,
line,1_5_wm5xyjbfpwu2s6_29408,0.1445234148488113,9583661034097762042,
line,1_5_wm5xyjc4brxeqr_29417,0.029218918669486088,9583661042687696634,
line,1_5_wm5xyj0jrcyndx_29168,0.5601349829035657,9583661412054884090,
line,1_5_wm5xyj060mn7ud_29148,0.7009710400687906,9583661412054884090,
line,1_5_wm5xyj20rtuk1g_29197,0.7548272158522366,9583661051277631226,
line,1_5_wm5xyj0npfdpg7_29173,1.1862113845406572,9583661051277631226,
line,1_5_wm5xyj82vghsmu_29305,0.041906700829213835,9583661034097762042,
line,1_5_wm5xyj028v871f_29127,0.5623659936697563,9583661412054884090,
line,1_5_wm5xyj032s4xty_29136,0.7607873175334614,9583661412054884090,
line,1_5_wm5xyj06bqdhcu_29154,0.6409427601511484,9583661412054884090,
line,1_5_wm5xyj078pszgs_29158,0.7153365135053785,9583661412054884090,
line,1_5_wm5xyh86e86yjk_29289,0.65275004610015,9583663825826504442,
line,1_5_wm5xyh8776qp1j_29263,0.6318652186032048,9583663825826504442,
line,1_5_wm5xyh83duu514_29307,0.8311191209091908,9583663830121471738,
line,1_5_wm5xyh83eyct6w_29320,0.37993357765070596,9583663825826504442,
line,1_5_wm5xypg7gbjr1t_27933,1.3206118686292176,9583661996170436346,
line,1_5_wm5xypgke2d5gp_27898,1.4416045006059566,9583661996170436346,
line,1_5_wm5xyn6t34nw3z_29804,0.03436234040012622,9583661893091221242,
line,1_5_wm5xynehdp7zf2_29467,1.2492842637617905,9583662004760370938,
line,1_5_wm5xynej7w1mbz_29437,1.1420235629731494,9583662004760370938,
line,1_5_wm5xyn60s542c7_29944,0.10266757097691248,9583663177286442746,
line,1_5_wm5xyn67hqkbv3_29899,0.23593339065840924,9583661884501286650,
line,1_5_wm5xyjcr41pppn_29602,0.07659090939600956,9583663787171798778,
line,1_5_wm5xyjbbgspb75_29389,0.020502532480440306,9583661046982663930,
line,1_5_wm5xyjc5dg58db_29451,0.05924717780371005,9583663675502649082,
line,1_5_wm5xyjc5dj3wz3_29439,0.1198722640763069,9583663679797616378,
line,1_5_wm5xyjch7spkth_29464,0.09925762578615023,9583663679797616378,
line,1_5_wm5xyj8wxpwt7b_29354,0.03299830098782295,9583661046982663930,
line,1_5_wm5xyj8z2wt3jy_29364,0.07731664699568896,9583661046982663930,
line,1_5_wm5xyj05xrc7sp_29154,0.7602501909410475,9583661403464949498,
line,1_5_wm5xyj0hx0secm_29160,0.8401352630561566,9583661403464949498,
line,1_5_wm5xyhb313vd7j_29143,0.7214575908278246,9583663830121471738,
line,1_5_wm5xyhb3c715mb_29133,0.6080952198248103,9583663830121471738,
line,1_5_wm5xyhb694eztb_29125,0.7043706183200878,9583663830121471738,
line,1_5_wm5xyj01ru2mfp_29126,0.6684451910928807,9583661403464949498,
line,1_5_wm5xyj04pt5qm5_29137,0.6752984509480829,9583661403464949498,
line,1_5_wm5xyj04zmyddd_29145,0.6992266368980667,9583661403464949498,
line,1_5_wm5xyh8q9yj5pz_29177,0.6216320847785639,9583663830121471738,
line,1_5_wm5xyh8r3xz6qg_29164,0.684148733774672,9583663830121471738,
line,1_5_wm5xyhb239fgvw_29148,0.6261753970278471,9583663830121471738,
line,1_5_wm5xyh2x45e7mj_29401,0.6882998383334561,9583662322587950842,
line,1_5_wm5xyn1ejnu9nn_29833,0.13017517243787521,9583661691227758330,
line,1_5_wm5xyh2x1hvhxz_29408,0.7400349879012365,9583662309703048954,
line,1_5_wm5xyh2xbju482_29377,1.1714744273541777,9583662296818147066,
line,1_5_wm5xyh8d293w7z_29298,0.645324838443805,9583662313998016250,
line,1_5_wm5xyn1vusuw96_29918,0.06346338038891187,9583663177286442746,
line,1_5_wm5xyh888ysp6q_29351,0.6210966844669372,9583662313998016250,
line,1_5_wm5xyh8e06t08b_29267,0.583326479047903,9583662313998016250,
line,1_5_wm5xyh893xs9ee_29318,0.5854266112458446,9583662326882918138,
line,1_5_wm5xyh8ebhpv50_29248,0.6044188371123416,9583662313998016250,
line,1_5_wm5xyh8s8j54ex_29229,0.5811348157471565,9583662313998016250,
line,1_5_wm5xyh8s9j8xn7_29223,0.5006244265544657,9583662326882918138,
line,1_5_wm5xyh8mryn7er_29213,0.5622227374952576,9583662313998016250,
line,1_5_wm5xyh8t2y5xtv_29206,0.5500690202862731,9583662326882918138,
line,1_5_wm5xyh8rp8hsmw_29179,0.5879783548187753,9583662313998016250,
line,1_5_wm5xyhb7wxnzwg_29116,0.5458307127468944,9583662313998016250,
line,1_5_wm5xyj8xxpqfgx_29362,0.4046083199363835,9583661072752467706,
line,1_5_wm5xyjbcsmjvfb_29388,0.3610752122510405,9583661059867565818,
line,1_5_wm5xyjbfq58xdm_29389,0.3752837573803829,9583661059867565818,
line,1_5_wm5xyj0m5gkqkb_29168,1.0351801594171006,9583662301113114362,
line,1_5_wm5xyhbkqx108j_29117,0.7030226045181829,9583662313998016250,
line,1_5_wm5xyhbmq2hu1k_29118,0.5882913375856754,9583662313998016250,
line,1_5_wm5xyhbqn1rhtd_29112,0.617355959653923,9583662313998016250,
line,1_5_wm5xyhbqy40xz4_29113,0.7758841564116339,9583662313998016250,
line,1_5_wm5xyhbrtghkj9_29112,0.6526523658291015,9583662313998016250,
line,1_5_wm5xyj02msxd0r_29116,0.6046243447278673,9583662313998016250,
line,1_5_wm5xyj03jtft6c_29122,0.6327159339471058,9583662313998016250,
line,1_5_wm5xyj06trf6eq_29133,0.4826784618216857,9583662313998016250,
line,1_5_wm5xyj07t0vhbd_29150,0.5334375500449834,9583662313998016250,
line,1_5_wm5xyj22hx0uxh_29194,0.7193242417935922,9583662313998016250,
line,1_5_wm5xyj0musjtd8_29170,0.6919886831901746,9583662313998016250,
line,1_5_wm5xyj0qssfw3d_29177,0.7591775389694461,9583662313998016250,
line,1_5_wm5xyj22uxfmd3_29201,0.7203322977559369,9583662313998016250,
line,1_5_wm5xyj27q1dzcu_29192,0.5645809550381921,9583662326882918138,
line,1_5_wm5xyj27m47bpg_29210,0.8447832879093964,9583662313998016250,
line,1_5_wm5xyj2kjdbmhm_29208,0.7468280784634418,9583662313998016250,
line,1_5_wm5xyj2kn3ytfz_29202,0.4989009088573024,9583662326882918138,
line,1_5_wm5xyj2ky50h3m_29211,0.5897854691428146,9583662313998016250,
line,1_5_wm5xyj2mws46md_29220,0.6066311741677689,9583662313998016250,
line,1_5_wm5xyj8xjge48n_29347,0.7039405988487987,9583661072752467706,
line,1_5_wm5xyj8wv4w6p0_29347,0.9498538222914269,9583661072752467706,
line,1_5_wm5xyj2qrk255u_29233,0.5134117540700973,9583662313998016250,
line,1_5_wm5xyj2x0h2ndw_29245,0.6411230950095156,9583662318292983546,
line,1_5_wm5xyj2xbuex73_29255,0.45594929903022713,9583663916020817658,
line,1_5_wm5xyj2xcffh9e_29233,0.14531152897303143,9583663924610752250,
line,1_5_wm5xyj88df354b_29254,0.14209371825094677,9583663924610752250,
line,1_5_wm5xyj889uex08_29267,0.35440785657246465,9583663916020817658,
line,1_5_wm5xyj897f684g_29262,0.1855277243220261,9583663924610752250,
line,1_5_wm5xyj896us9ks_29277,0.31412493654685064,9583663916020817658,
line,1_5_wm5xyj8dhh3mm8_29282,0.12334375942875025,9583663916020817658,
line,1_5_wm5xyj8dy142s0_29285,0.1848663661811082,9583663928905719546,
line,1_5_wm5xyj8dumgn5t_29308,0.38858803824902943,9583663911725850362,
line,1_5_wm5xyj8dv5qpvq_29297,0.09387566902493498,9583663916020817658,
line,1_5_wm5xyj8ex2gvzg_29295,0.27252090534351336,9583663950380556026,
line,1_5_wm5xyj8ew7jb9u_29307,0.16009549930866718,9583663946085588730,
line,1_5_wm5xyj8ett6v5u_29320,0.45910721848359204,9583663941790621434,
line,1_5_wm5xyj24z1w6wh_29245,0.6143610879521205,9583661059867565818,
line,1_5_wm5xyj8squu6ku_29320,0.4589989043612337,9583663941790621434,
